objectid,sector,time,location,source,cars,trucks,motorcycle,bicycle,publictransport,pedestrian,other,placename,photo,video,photo_link,video_link,day_night,raion,comuna,localitate,year,month,hour,weekday,day_part,location_trasee,street,tipul,cauza,decedati,traumati
3295, ,6/2/2018 23:30,s. Susleni, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Tamponarea cu obstacol din afara carosabilului,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3296, ,6/9/2018 12:03,str. Gorchii, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire fata in spate inclusiv cu automobile oprite in virtutea situatiei rutiere,Neacordarea prioritatii altor autovehicule,0,0
3297, ,6/1/2018 21:35,str. Calatorilor, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3298, ,6/11/2018 0:30,s. Jora de Sus, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Tamponarea cu obstacol din afara carosabilului,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",1,0
3299, ,6/11/2018 21:55,"str. Eliberarii, 51", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Tamponarea ciclistului,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,1
3300, ,6/12/2018 11:00,str. Scrisul Latin, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3301, ,6/13/2018 13:30,"str. Clatorilor, 1", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3302, ,6/15/2018 16:46,str. Vasile Lupu, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire laterala,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3303, ,6/16/2018 9:43,Intersectia str. M. Sadoveanu - str. Chisinaului, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire fata in spate inclusiv cu automobile oprite in virtutea situatiei rutiere,Nerspectarea distantei dintre vehicule,0,0
3304, ,6/16/2018 18:00,Intersectia str. Tricolorului - str. Haiducul Bujor, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Tamponarea cu obstacol din afara carosabilului,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3305, ,6/17/2018 13:00,s. Peresecina, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire fata in spate inclusiv cu automobile oprite in virtutea situatiei rutiere,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3306, ,6/17/2018 20:55,s. Ivancea, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire laterala,Depasire neregulamentara,0,0
3307, ,6/19/2018 10:30,"str. Vasile Lupu, 123", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3308, ,6/20/2018 23:50,s. Piatra, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire laterala,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3309, ,6/21/2018 9:18,str. Iachir, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3310, ,6/21/2018 22:00,str. Mahu, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3311, ,6/18/2018 14:40,str. Unirii, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire cu vehicul stationat,"Viteza neadecvata vizibilitatii, conditiilor situatiei rutiere",0,0
3312, ,6/23/2018 13:30,"str. Unirii, 51", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire laterala,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,0
3313, ,6/23/2018 21:45,s. Jora de Sus, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Tamponarea cu obstacol din afara carosabilului,"Stare de ebrietate alcoolica, adormire la volan",0,0
3314, ,6/26/2018 16:17,"str. Chisinaului, 3", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,6,0,0,,,,Ciocnire laterala,"Stare de ebrietate alcoolica, adormire la volan",0,0
3315,Centru,10/16/2019 13:13,Mihai Eminescu x Bucuresti,tvc.md,2,0,0,0,0,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,3.5,,0,0
3316,Botanica,6/4/2019 13:47, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,11,0,0,,,,,,0,0
3317,Buiucani,1/3/2018 10:00,Strada Mihail Viteazul - Strada Mitropolit Dosoftei,deschide.md,0,1,0,0,1,0,0,Chişinău,https://deschide.md/images/cache/758x426/crop/images%7Ccms-image-000035422.jpg,https://youtu.be/P5r9a81LOfM,https://deschide.md/ro/stiri/social/24070/VIDEO--O-%C8%9Beav%C4%83-metalic%C4%83-a-spart-troleibuzul-29.htm,https://deschide.md/ro/stiri/social/24070/VIDEO--O-%C8%9Beav%C4%83-metalic%C4%83-a-spart-troleibuzul-29.htm,0,Chişinău,Chişinău,Chişinău,2018,1,10,2,dimineata,,Strada Mitropolit Dosoftei,,,0,0
3318,Centru,12/15/2017 10:30,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,10,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3319,Centru,12/21/2017 3:30,Bulevardul Ştefan cel Mare şi Sfânt 73,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,3,3,noapte,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3320,Centru,12/22/2017 10:15,Bulevardul Ştefan cel Mare şi Sfânt 73,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,10,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3321,Centru,12/22/2017 10:15,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,fb: Ask a Driver Moldova,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,https://www.facebook.com/groups/323898967986131/permalink/529323447443681/,,0,Chişinău,Chişinău,Chişinău,2017,12,10,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3322,Centru,12/29/2017 10:30,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,10,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3323,Centru,1/29/2018 10:30,Bulevardul Ştefan cel Mare şi Sfânt - Strada Vasile Alecsandri,point.md,1,0,0,0,1,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/0cb2b08ee76e1a9c01ccca72a583ce56.jpg,https://i.simpalsmedia.com/video/720p/214d5bc8-ff34-4b5d-8558-63183aaf3b64.mp4,https://point.md/ru/novosti/proisshestviya/v-tsentre-kishineva-proizoshlo-dtp-s-uchastiem-trolleibusa-i-taksi,https://point.md/ru/novosti/proisshestviya/v-tsentre-kishineva-proizoshlo-dtp-s-uchastiem-trolleibusa-i-taksi,0,Chişinău,Chişinău,Chişinău,2018,1,10,0,dimineata,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3324,Centru,2/5/2018 15:30,Strada Ştefan cel Mare şi Sfânt - Strada Vasile Alecsandri,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/27459597_1053837888088639_6989429412345267073_n.jpg?oh=4214fa6a658f8f9af9b26b645b5dea4a&oe=5B17B723,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1538766442843971/,,1,Chişinău,Chişinău,Chişinău,2018,2,15,0,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3325,Centru,2/27/2018 12:00,Bulevardul Ştefan cel Mare şi Sfânt - Strada Vasile Alecsandri,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,12,1,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3326,Centru,3/23/2018 11:15,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29512257_1153842664755600_1588267205821021374_n.jpg?_nc_cat=0&oh=24e059f96a5e7cbc85cfa58cb83b5f1c&oe=5B2B9FE8,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1585941588126456/,,0,Chişinău,Chişinău,Chişinău,2018,3,11,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3327,Centru,4/13/2018 9:00,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,realitatea.md,2,0,0,0,0,0,0,Chişinău,http://media1.realitatea.md/image/201804/620x/media_152361354962590000.jpg,http://media.realitatea.md/video/201804/media_152361357105571800.mp4,http://www.realitatea.md/o-masina-de-politie--implicata-intr-un-accident-rutier-pe-bd--stefan-cel-mare--galerie-foto--video-_75475.html,http://www.realitatea.md/o-masina-de-politie--implicata-intr-un-accident-rutier-pe-bd--stefan-cel-mare--galerie-foto--video-_75475.html,0,Chişinău,Chişinău,Chişinău,2018,4,9,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3328,Centru,5/29/2018 14:00,Bulevardul Ştefan cel Mare şi Sfânt - Strada Armenească,INP InfoTrafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2018,5,14,1,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3329,Centru,2/6/2018 16:00,Intersectia str. V. Alecsandri - Stefan cel Mare, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,Tamponarea pietonilor aflati pe spatiile destinate acestora,Neacordarea prioritatii pietonilor,0,1
3330,Centru,9/13/2019 13:46,Armeneasca x Stefan cel Mare,unimedia.info,1,0,0,0,1,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,3.5,Alte abateri comise de conducătorii auto,0,0
3331,Centru,11/7/2017 9:15,Strada Mihai Eminescu - Strada Veronica Micle,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,9,1,ziua,,Strada Mihai Eminescu,,,0,0
3332,Centru,11/1/2017 18:15,Strada 31 August 1989 - Strada Mihai Eminescu,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/24174626_1694717407258198_3631103865326118266_n.jpg?oh=352300ce6b4f28e6d5cc02c8a97bd354&oe=5A96D9D3,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1476181712435778/,,1,Chişinău,Chişinău,Chişinău,2017,11,18,2,ziua,,Strada Mihai Eminescu,,,0,0
3333,Centru,2/14/2018 11:45,Strada Mihai Eminescu - Strada Veronica Micle,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,11,2,ziua,,Strada Mihai Eminescu,,,0,0
3334,Centru,3/23/2018 10:15,Strada Alexandr Puşkin 15,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29513166_10215497128923716_3289820490900387581_n.jpg?_nc_cat=0&oh=f2f847035c5516a34fc48e9deb93937a&oe=5B6E73A2,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1585893244797957/,,0,Chişinău,Chişinău,Chişinău,2018,3,10,4,ziua,,Strada Alexandr Pușkin,,,0,0
3335,Centru,6/1/2018 9:38,str. V. Alecsandri 115, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada Vasile Alecsandri,Ciocnire laterala,Nerespectarea distantei dintre vehicule,0,1
3336,Centru,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada Veronica Micle,,,0,0
3337,Centru,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
3338,Centru,6/1/2018 18:02,str. A. Puskin 12, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Alexandr Pușkin,Ciocnire fata in spate,Nerespectarea distantei dintre vehicule,0,1
3339,Centru,6/11/2019 13:35, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,12,0,0,,,,,,0,0
3340,Centru,2/7/2018 6:45,Strada Mihail Kogălniceanu.,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,6,2,dimineata,,Strada Mihail Kogălniceanu,,,0,0
3341,Centru,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada 31 August 1989,,,0,0
3342,Centru,3/7/2018 18:13,str. Bucuresti 47, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada București,Ciocnire fata in spate,Nerespectarea distantei dintre vehicule,0,1
3343,Centru,11/17/2017 9:00,Strada Vasile Alecsandri - Strada 31 August 1989,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,https://i.imgur.com/Gqsi6Ip.jpg,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,9,4,ziua,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada 31 August 1989,,,0,0
3344,Centru,11/22/2017 12:00,Bulevardul Ştefan cel Mare şi Sfânt -în apropiere de Strada Armenească,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,12,2,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3345,Centru,11/27/2017 6:45,Bulevardul Ştefan cel Mare şi Sfânt - Strada Bulgară,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,6,0,dimineata,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3346,Botanica,6/6/2019 8:24, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,11,0,0,,,,,,0,0
3347,Botanica,1/23/2018 9:30,"Bulevardul Dacia, în apropiere de Strada Trandafirilor",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,9,1,dimineata,,Bulevardul Dacia,,,0,0
3348,Buiucani,2/13/2018 14:15,Strada Mihai Viteazul,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,14,1,ziua,,Strada Mihai Viteazul,,,0,0
3349,Centru,12/12/2017 7:00,Bulevardul Ştefan cel Mare şi Sfânt - Strada Bulgară,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,7,1,dimineata,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3350,Centru,12/27/2017 12:00,Strada Vasile Alecsandri - Strada 31 August 1989,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,12,2,ziua,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada 31 August 1989,,,0,0
3351,Centru,1/2/2018 15:15,Bulevardul Ştefan cel Mare şi Sfânt -în apropiere de Strada Armenească,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,15,1,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3352,Centru,1/12/2018 11:45,Bulevardul Ştefan cel Mare şi Sfânt -în apropiere de Strada Armenească,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,11,4,ziua,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
3353,Centru,3/23/2018 16:30,Strada Vasile Alecsandri 62,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29497743_2072862386292949_7994983312813373632_n.jpg?_nc_cat=0&oh=441aaeb63f9b0f0ceb81d62fdaa9c17c&oe=5B2EB1A2,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1586263701427578/,,1,Chişinău,Chişinău,Chişinău,2018,3,16,4,ziua,Chişinău - Hînceşti - Cimişlia - Basarabeasca - frontiera cu Ucraina,Strada Vasile Alecsandri,,,0,0
3354,Centru,4/16/2018 10:30,Strada Bucuresti - Strada Mihai Eminescu,canal3.md,2,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/d4b872b6bf39c5fb12dfcc7a50e17d2f.jpg,http://www.canal3.md/ru/v-dtp-soshlis-linii-zhenskih-sudeb_66004.html,https://point.md/ru/novosti/proisshestviya/v-tsentre-kishineva-proizoshlo-sereznoe-dtp,http://www.canal3.md/ru/v-dtp-soshlis-linii-zhenskih-sudeb_66004.html,0,Chişinău,Chişinău,Chişinău,2018,4,10,0,ziua,,Strada București,,,0,0
3355,Centru,4/20/2018 9:49,Strada Bucuresti - Strada Mihai Eminescu,point.md,3,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/d52351eaa3ddc6b90a0730243744d673.jpg,Lipseşte,https://point.md/ru/novosti/proisshestviya/v-kishineve-proizoshla-tsepnaia-avariia-s-uchastiem-taksi,,0,Chişinău,Chişinău,Chişinău,2018,4,9,4,ziua,,Strada București,,,0,0
3356,Centru,5/10/2018 12:15,Strada Bucuresti - Strada Mihai Eminescu,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/32260769_1706810899432906_6026883665219289088_n.jpg?_nc_cat=0&oh=f26a108f19e05539ed30e4daa483ae8e&oe=5B974119,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1632212973499317/,,0,Chişinău,Chişinău,Chişinău,2018,5,12,3,ziua,,Strada București,,,0,0
3357,Centru,5/17/2018 9:00,Strada Mihail Kogălniceanu - Strada Alexandr Pușkin,point.md,2,0,0,0,0,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/21e1664ec7ee2fa8892a6300aa5f0aa1.jpg,Lipseşte,https://point.md/ru/novosti/proisshestviya/na-peresechenii-ulits-pushkina-i-kogelnichanu-proizoshlo-dtp,,0,Chişinău,Chişinău,Chişinău,2018,5,9,3,dimineata,,Strada Mihail Kogălniceanu,,,0,0
3358,Centru,2/25/2018 19:00,"bd. Stefan cel Mare si Sfint, 73", ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,Chişinău - Bender - Tiraspol - M5,Bulevardul Ștefan cel Mare și Sfînt,Tamponarea pietonilor aflati pe spatiile destinate acestora,Neacordarea prioritatii pietonilor,0,1
3359,Botanica,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Bulevardul Decebal,,,0,0
3360,Buiucani,5/3/2018 11:45,Bulevardul Ştefan cel Mare şi Sfânt - Piaţa Dimitrie Cantemir,fb: GBM,4,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/31945287_2096054267306585_55224792571183104_n.jpg?_nc_cat=0&_nc_eui2=v1%3AAeHVIKs8uZ4j2rk9UY-OITMPP_FHDP1cfqbOaSSROecbnIAxKcQDng-fGIZy78ci4ToG0SRhqNazVmLW-gwofw4lJdSnovsI1475XueFUg-3ug&oh=0f12a1649c8816f856ae15b75b5a98d8&oe=5B8F4BD0,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1625501687503779/,,0,Chişinău,Chişinău,Chişinău,2018,5,11,3,ziua,Chişinău - Ungheni - frontiera cu România,Piața Dimitrie Cantemir,,,0,0
3361,Buiucani,9/22/2017 8:00,Strada Ion Creangă,fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/21458207_1556584001053913_4487904492028231446_o.jpg?oh=69878dc382f16ce6815f9945d032576c&oe=5AA7F7AE,https://www.facebook.com/dumitru.boboc.54/videos/474497469600859/,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1411718798882070/,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1411718798882070/,0,Chişinău,Chişinău,Chişinău,2017,9,8,4,dimineata,,Strada Ion Creangă,,,0,0
3362,Buiucani,12/28/2017 7:30,"Strada Ion Creangă, în apropiere de Universitatea Pedagogică de Stat Ion Creangă",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,7,3,dimineata,,Strada Ion Creangă,,,0,0
3363,Buiucani,1/11/2018 15:30,"Strada Vasile Lupu, Trosonul Strada Eugen Coca - Strada Alexei Mateevici",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,15,3,ziua,,Strada Vasile Lupu,,,0,0
3364,Botanica,4/24/2018 5:00,Strada Hristo Botev 4,INP InfoTrafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,4,5,1,dimineata,,Strada Hristo Botev,,,0,0
3365,Botanica,11/23/2017 10:30,Strada Valea Crucii - Strada Drumul Băcioiului,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,10,3,ziua,,,,,0,0
3366,Buiucani,8/10/2019 22:55,piața D.Cantemir,"facebook, GBM",1,0,0,0,1,0,0,Chisinau,https://www.facebook.com/photo.php?fbid=386455078735543&set=pcb.2289183947802213&type=3&theater&ifg=1, ,,,0,,,,0,,0,0,,,,,,0,0
3367,Buiucani,1/29/2018 16:00,"Strada Mihai Viteazu, în apropiere de  Strada Sfântul Andrei",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,16,0,amurg,,Strada Mihai Viteazul,,,0,0
3368,Buiucani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
3369,Buiucani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,9,0,0,,,,,,0,0
3370,Buiucani,3/13/2018 11:45,Strada Ion Creangă - Strada Eugen Coca,fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29135937_322103661647820_9182876470526175847_n.jpg?oh=cb6166153df4f426c43a75e62e991d1c&oe=5B43BF95,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1574871435900138/,,0,Chişinău,Chişinău,Chişinău,2018,3,11,1,ziua,,Strada Ion Creangă,,,0,0
3371,Botanica,3/2/2018 6:45,Bulevardul Trăian - Strada Independenţei,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/28379143_1628043063938245_8095444779071267785_n.jpg?oh=72c87da12eb7a8fe202c96a272209070&oe=5B14C494,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1562708557116426/,,0,Chişinău,Chişinău,Chişinău,2018,3,6,4,dimineata,,Bulevardul Traian,,,0,0
3372,Botanica,10/17/2019 10:55,Dacia x Traian,tvc.md,4,0,0,0,0,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,3.7,Condiţii rutiere nesatisfăcătoare,0,0
3373,Buiucani,1/5/2018 11:00,Strada Mihai Viteazul în apropiere de S.A. Bucuria,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,11,4,ziua,,Strada Mihai Viteazul,,,0,0
3374,Buiucani,11/6/2017 6:00,Strada Constantin Stere - Strada Alexei Şciusev,INP Info Trafic,0,0,0,0,0,0,2,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,6,0,dimineata,,Strada A.Șciusev,,,0,0
3375,Botanica,9/18/2019 7:40,Cuza Voda x Sarmizegetusa,echipa.md,2,0,0,0,0,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,3.4,Alte abateri comise de conducătorii auto,0,1
3376,Buiucani,12/26/2017 6:00,Strada Mitropolit Gavriil Bănulescu-Bodoni - Strada Alexei Mateevici,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,6,1,dimineata,,Strada Alexei Mateevici,,,0,0
3377,Buiucani,5/31/2019 10:57, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,9,0,0,,,,,,0,0
3378,Botanica,11/27/2017 15:00,"Bulevardul Dacia, Trosonul: Strada Burebista - Strada Valea Crucii",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,15,0,ziua,,Bulevardul Dacia,,,0,0
